       Čas    Pozicija X    Pozicija Y     Hitrost  Dejanska hitrost      Smer   Razdalja do B   Odmik od trase
     [min]      [100 km]      [100 km]      [km/h]            [km/h]       [°]        [100 km]         [100 km]
---------------------------------------------------------------------------------------------------------------
       782        2.4891        3.4219       30.00             34.78      48.5         0.77150         0.061899
       783        2.4931        3.4261       30.00             34.78      48.5         0.76571         0.061171
       784        2.4971        3.4303       30.00             34.78      48.5         0.75992         0.060444
       785        2.5012        3.4344       30.00             34.78      48.6         0.75413         0.059719
       786        2.5052        3.4386       30.00             34.78      48.6         0.74834         0.058996
       787        2.5092        3.4428       30.00             34.78      48.6         0.74255         0.058274
       788        2.5132        3.4469       30.00             34.77      48.6         0.73676         0.057555
       789        2.5173        3.4511       30.00             34.77      48.6         0.73097         0.056837
       790        2.5213        3.4553       30.00             34.77      48.7         0.72518         0.056120
       791        2.5253        3.4594       30.00             34.77      48.7         0.71940         0.055406
       792        2.5293        3.4636       30.00             34.77      48.7         0.71361         0.054694
       793        2.5334        3.4678       30.00             34.77      48.7         0.70782         0.053983
       794        2.5374        3.4720       30.00             34.77      48.8         0.70203         0.053275
       795        2.5414        3.4761       30.00             34.77      48.8         0.69624         0.052568
       796        2.5454        3.4803       30.00             34.77      48.8         0.69045         0.051863
       797        2.5494        3.4845       30.00             34.77      48.8         0.68466         0.051160
       798        2.5534        3.4887       30.00             34.77      48.8         0.67887         0.050459
       799        2.5574        3.4929       30.00             34.77      48.9         0.67308         0.049760
       800        2.5615        3.4970       30.00             34.77      48.9         0.66730         0.049063
       801        2.5655        3.5012       30.00             34.77      48.9         0.66151         0.048368
       802        2.5695        3.5054       30.00             34.77      48.9         0.65572         0.047675
       803        2.5735        3.5096       30.00             34.77      49.0         0.64993         0.046984
       804        2.5775        3.5138       30.00             34.77      49.0         0.64414         0.046295
       805        2.5815        3.5180       30.00             34.77      49.0         0.63836         0.045609
       806        2.5855        3.5222       30.00             34.76      49.0         0.63257         0.044924
       807        2.5895        3.5264       30.00             34.76      49.1         0.62678         0.044242
       808        2.5935        3.5306       30.00             34.76      49.1         0.62099         0.043561
       809        2.5975        3.5348       30.00             34.76      49.1         0.61521         0.042883
       810        2.6015        3.5390       30.00             34.76      49.1         0.60942         0.042207
       811        2.6055        3.5432       30.00             34.76      49.2         0.60363         0.041534
       812        2.6094        3.5474       30.00             34.76      49.2         0.59784         0.040862
       813        2.6134        3.5516       30.00             34.76      49.2         0.59206         0.040193
       814        2.6174        3.5558       30.00             34.76      49.2         0.58627         0.039526
       815        2.6214        3.5600       30.00             34.76      49.3         0.58048         0.038862
       816        2.6254        3.5642       30.00             34.76      49.3         0.57470         0.038200
       817        2.6294        3.5684       30.00             34.76      49.3         0.56891         0.037540
       818        2.6333        3.5726       30.00             34.76      49.3         0.56312         0.036883
       819        2.6373        3.5768       30.00             34.76      49.4         0.55734         0.036228
       820        2.6413        3.5810       30.00             34.76      49.4         0.55155         0.035576
       821        2.6453        3.5852       30.00             34.76      49.4         0.54577         0.034926
       822        2.6492        3.5895       30.00             34.75      49.5         0.53998         0.034279
       823        2.6532        3.5937       30.00             34.75      49.5         0.53420         0.033634
       824        2.6572        3.5979       30.00             34.75      49.5         0.52841         0.032992
       825        2.6611        3.6021       30.00             34.75      49.6         0.52263         0.032352
       826        2.6651        3.6063       30.00             34.75      49.6         0.51684         0.031715
       827        2.6691        3.6106       30.00             34.75      49.6         0.51106         0.031081
       828        2.6730        3.6148       30.00             34.75      49.6         0.50527         0.030450
       829        2.6770        3.6190       30.00             34.75      49.7         0.49949         0.029821
       830        2.6809        3.6232       30.00             34.75      49.7         0.49370         0.029195
       831        2.6849        3.6275       30.00             34.75      49.7         0.48792         0.028572
       832        2.6888        3.6317       30.00             34.75      49.8         0.48213         0.027952
       833        2.6928        3.6359       30.00             34.75      49.8         0.47635         0.027335
       834        2.6967        3.6402       30.00             34.74      49.8         0.47057         0.026720
       835        2.7007        3.6444       30.00             34.74      49.9         0.46478         0.026109
       836        2.7046        3.6487       30.00             34.74      49.9         0.45900         0.025501
       837        2.7086        3.6529       30.00             34.74      49.9         0.45322         0.024896
       838        2.7125        3.6572       30.00             34.74      50.0         0.44743         0.024294
       839        2.7164        3.6614       30.00             34.74      50.0         0.44165         0.023695
       840        2.7204        3.6657       30.00             34.74      50.1         0.43587         0.023099
       841        2.7239        3.6684       30.00             26.60      50.1         0.43154         0.021917
       842        2.7274        3.6711       30.00             26.59      50.2         0.42721         0.020745
       843        2.7309        3.6738       30.00             26.57      50.3         0.42289         0.019585
       844        2.7344        3.6765       30.00             26.56      50.5         0.41857         0.018435
       845        2.7378        3.6793       30.00             26.54      50.6         0.41425         0.017297
       846        2.7413        3.6820       30.00             26.53      50.7         0.40993         0.016171
       847        2.7448        3.6848       30.00             26.51      50.9         0.40561         0.015056
       848        2.7482        3.6875       30.00             26.50      51.0         0.40130         0.013953
       849        2.7516        3.6903       30.00             26.48      51.1         0.39699         0.012861
       850        2.7551        3.6931       30.00             26.47      51.3         0.39268         0.011781
       851        2.7585        3.6958       30.00             26.45      51.4         0.38837         0.010714
       852        2.7619        3.6986       30.00             26.44      51.5         0.38407         0.009658
       853        2.7653        3.7014       30.00             26.42      51.7         0.37977         0.008615
       854        2.7687        3.7042       30.00             26.41      51.8         0.37547         0.007583
       855        2.7721        3.7070       30.00             26.39      52.0         0.37117         0.006565
       856        2.7755        3.7099       30.00             26.37      52.1         0.36688         0.005559
       857        2.7788        3.7127       30.00             26.36      52.3         0.36259         0.004565
       858        2.7822        3.7155       30.00             26.34      52.4         0.35830         0.003584
       859        2.7855        3.7184       30.00             26.32      52.6         0.35401         0.002617
       860        2.7888        3.7212       30.00             26.31      52.7         0.34972         0.001662
       861        2.7922        3.7241       30.00             26.29      52.9         0.34544         0.000721
       862        2.7955        3.7269       30.00             26.27      53.0         0.34116         0.000208
       863        2.7988        3.7298       30.00             26.26      53.2         0.33688         0.001122
       864        2.8021        3.7327       30.00             26.24      53.3         0.33261         0.002023
       865        2.8053        3.7356       30.00             26.22      53.5         0.32833         0.002911
       866        2.8086        3.7385       30.00             26.21      53.6         0.32406         0.003784
       867        2.8119        3.7414       30.00             26.19      53.8         0.31980         0.004643
       868        2.8151        3.7443       30.00             26.17      54.0         0.31553         0.005488
       869        2.8183        3.7472       30.00             26.15      54.1         0.31127         0.006319
       870        2.8216        3.7502       30.00             26.13      54.3         0.30701         0.007135
       871        2.8248        3.7531       30.00             26.12      54.5         0.30275         0.007937
       872        2.8280        3.7561       30.00             26.10      54.6         0.29850         0.008724
       873        2.8311        3.7590       30.00             26.08      54.8         0.29424         0.009495
       874        2.8343        3.7620       30.00             26.06      55.0         0.29000         0.010251
       875        2.8375        3.7650       30.00             26.04      55.2         0.28575         0.010992
       876        2.8406        3.7680       30.00             26.02      55.3         0.28151         0.011718
       877        2.8438        3.7710       30.00             26.00      55.5         0.27726         0.012427
       878        2.8469        3.7740       30.00             25.98      55.7         0.27303         0.013121
       879        2.8500        3.7770       30.00             25.96      55.9         0.26879         0.013798
       880        2.8531        3.7800       30.00             25.94      56.1         0.26456         0.014459
       881        2.8561        3.7830       30.00             25.92      56.3         0.26033         0.015104
       882        2.8592        3.7861       30.00             25.90      56.5         0.25611         0.015732
       883        2.8623        3.7891       30.00             25.88      56.7         0.25188         0.016342
       884        2.8653        3.7922       30.00             25.86      56.9         0.24766         0.016935
       885        2.8683        3.7952       30.00             25.84      57.1         0.24344         0.017511
       886        2.8713        3.7983       30.00             25.82      57.3         0.23923         0.018069
       887        2.8743        3.8014       30.00             25.80      57.5         0.23502         0.018609
       888        2.8773        3.8045       30.00             25.77      57.7         0.23081         0.019131
       889        2.8803        3.8076       30.00             25.75      57.9         0.22661         0.019634
       890        2.8832        3.8107       30.00             25.73      58.1         0.22241         0.020119
       891        2.8861        3.8139       30.00             25.71      58.3         0.21821         0.020584
       892        2.8890        3.8170       30.00             25.68      58.5         0.21401         0.021030
       893        2.8919        3.8201       30.00             25.66      58.8         0.20982         0.021457
       894        2.8948        3.8233       30.00             25.64      59.0         0.20564         0.021863
       895        2.8977        3.8265       30.00             25.61      59.2         0.20145         0.022249
       896        2.9005        3.8297       30.00             25.59      59.5         0.19727         0.022615
       897        2.9033        3.8328       30.00             25.56      59.7         0.19309         0.022959
       898        2.9061        3.8360       30.00             25.54      60.0         0.18892         0.023282
       899        2.9089        3.8393       30.00             25.51      60.2         0.18475         0.023584
       900        2.9117        3.8425       30.00             25.49      60.5         0.18058         0.023863
       901        2.9141        3.8465       30.00             28.27      60.7         0.17587         0.023403
       902        2.9166        3.8505       30.00             28.27      60.8         0.17116         0.022937
       903        2.9190        3.8546       30.00             28.27      60.8         0.16645         0.022467
       904        2.9214        3.8586       30.00             28.27      60.9         0.16175         0.021992
       905        2.9239        3.8626       30.00             28.27      60.9         0.15704         0.021513
       906        2.9263        3.8667       30.00             28.27      61.0         0.15233         0.021028
       907        2.9287        3.8707       30.00             28.27      61.1         0.14762         0.020537
       908        2.9311        3.8748       30.00             28.27      61.1         0.14291         0.020042
       909        2.9335        3.8788       30.00             28.26      61.2         0.13821         0.019541
       910        2.9359        3.8829       30.00             28.26      61.3         0.13350         0.019034
       911        2.9383        3.8869       30.00             28.26      61.3         0.12879         0.018521
       912        2.9407        3.8910       30.00             28.26      61.4         0.12408         0.018002
       913        2.9431        3.8950       30.00             28.26      61.5         0.11938         0.017476
       914        2.9455        3.8991       30.00             28.26      61.5         0.11467         0.016944
       915        2.9479        3.9032       30.00             28.26      61.6         0.10996         0.016406
       916        2.9503        3.9072       30.00             28.25      61.7         0.10526         0.015860
       917        2.9526        3.9113       30.00             28.25      61.8         0.10055         0.015306
       918        2.9550        3.9154       30.00             28.25      61.9         0.09584         0.014745
       919        2.9573        3.9195       30.00             28.25      62.0         0.09114         0.014176
       920        2.9597        3.9236       30.00             28.25      62.1         0.08643         0.013598
       921        2.9620        3.9276       30.00             28.25      62.2         0.08173         0.013012
       922        2.9643        3.9317       30.00             28.24      62.3         0.07702         0.012415
       923        2.9666        3.9358       30.00             28.24      62.4         0.07232         0.011810
       924        2.9689        3.9399       30.00             28.24      62.5         0.06761         0.011193
       925        2.9712        3.9440       30.00             28.24      62.7         0.06291         0.010565
       926        2.9735        3.9482       30.00             28.24      62.8         0.05821         0.009926
       927        2.9758        3.9523       30.00             28.23      62.9         0.05350         0.009273
       928        2.9781        3.9564       30.00             28.23      63.1         0.04880         0.008606
       929        2.9803        3.9605       30.00             28.23      63.3         0.04410         0.007925
       930        2.9825        3.9647       30.00             28.22      63.5         0.03940         0.007226
       931        2.9848        3.9688       30.00             28.22      63.7         0.03470         0.006509
       932        2.9868        3.9727       28.00             26.22      63.9         0.03033         0.005834
       933        2.9887        3.9763       26.00             24.21      64.2         0.02630         0.005200
       934        2.9904        3.9795       24.00             22.21      64.5         0.02260         0.004609
       935        2.9923        3.9831       26.00             24.20      64.9         0.01857         0.003926
       936        2.9939        3.9864       24.00             22.20      65.3         0.01487         0.003280
       937        2.9954        3.9894       22.00             20.19      65.9         0.01151         0.002671
       938        2.9967        3.9922       20.00             18.18      66.5         0.00848         0.002098
       939        2.9979        3.9946       18.00             16.17      67.4         0.00579         0.001556
       940        2.9989        3.9968       16.00             14.16      68.7         0.00344         0.001040
---------------------------------------------------------------------------------------------------------------

Arrival time  : 940 min  (15 h 40 min)
Final position: (2.99886, 3.99675)  [units of 100 km]
Distance to B : 0.00344 units  (0.344 km)
