       Čas    Pozicija X    Pozicija Y     Hitrost  Dejanska hitrost      Smer   Razdalja do B   Odmik od trase
     [min]      [100 km]      [100 km]      [km/h]            [km/h]       [°]        [100 km]         [100 km]
---------------------------------------------------------------------------------------------------------------
       386        1.2088        1.6773       30.00             38.41      52.4         2.93309         0.039332
       387        1.2119        1.6830       30.00             38.41      52.4         2.92677         0.040265
       388        1.2149        1.6886       30.00             38.41      52.3         2.92046         0.041196
       389        1.2180        1.6942       30.00             38.40      52.3         2.91414         0.042126
       390        1.2211        1.6998       30.00             38.40      52.3         2.90782         0.043054
       391        1.2241        1.7055       30.00             38.40      52.3         2.90150         0.043979
       392        1.2272        1.7111       30.00             38.40      52.3         2.89518         0.044904
       393        1.2302        1.7167       30.00             38.40      52.2         2.88886         0.045826
       394        1.2333        1.7223       30.00             38.40      52.2         2.88255         0.046747
       395        1.2364        1.7279       30.00             38.39      52.2         2.87623         0.047666
       396        1.2394        1.7335       30.00             38.39      52.2         2.86991         0.048583
       397        1.2425        1.7392       30.00             38.39      52.2         2.86360         0.049498
       398        1.2456        1.7448       30.00             38.39      52.1         2.85728         0.050412
       399        1.2486        1.7504       30.00             38.39      52.1         2.85097         0.051324
       400        1.2517        1.7560       30.00             38.39      52.1         2.84465         0.052234
       401        1.2548        1.7616       30.00             38.38      52.1         2.83834         0.053142
       402        1.2579        1.7672       30.00             38.38      52.1         2.83202         0.054048
       403        1.2609        1.7728       30.00             38.38      52.0         2.82571         0.054953
       404        1.2640        1.7784       30.00             38.38      52.0         2.81940         0.055856
       405        1.2671        1.7840       30.00             38.38      52.0         2.81308         0.056756
       406        1.2702        1.7897       30.00             38.37      52.0         2.80677         0.057656
       407        1.2733        1.7953       30.00             38.37      52.0         2.80046         0.058553
       408        1.2763        1.8009       30.00             38.37      51.9         2.79415         0.059448
       409        1.2794        1.8065       30.00             38.37      51.9         2.78783         0.060342
       410        1.2825        1.8121       30.00             38.37      51.9         2.78152         0.061234
       411        1.2856        1.8177       30.00             38.37      51.9         2.77521         0.062124
       412        1.2887        1.8233       30.00             38.36      51.8         2.76890         0.063012
       413        1.2918        1.8289       30.00             38.36      51.8         2.76259         0.063898
       414        1.2949        1.8345       30.00             38.36      51.8         2.75628         0.064782
       415        1.2980        1.8400       30.00             38.36      51.8         2.74997         0.065665
       416        1.3010        1.8456       30.00             38.36      51.8         2.74366         0.066545
       417        1.3041        1.8512       30.00             38.36      51.7         2.73736         0.067424
       418        1.3072        1.8568       30.00             38.35      51.7         2.73105         0.068301
       419        1.3103        1.8624       30.00             38.35      51.7         2.72474         0.069176
       420        1.3134        1.8680       30.00             38.35      51.7         2.71843         0.070049
       421        1.3173        1.8723       30.00             34.70      51.7         2.71266         0.069593
       422        1.3211        1.8767       30.00             34.70      51.7         2.70688         0.069137
       423        1.3249        1.8810       30.00             34.70      51.7         2.70111         0.068682
       424        1.3287        1.8854       30.00             34.70      51.7         2.69533         0.068228
       425        1.3326        1.8897       30.00             34.70      51.7         2.68956         0.067774
       426        1.3364        1.8940       30.00             34.70      51.7         2.68379         0.067320
       427        1.3402        1.8984       30.00             34.70      51.7         2.67801         0.066868
       428        1.3440        1.9027       30.00             34.69      51.7         2.67224         0.066415
       429        1.3478        1.9071       30.00             34.69      51.7         2.66646         0.065964
       430        1.3517        1.9114       30.00             34.69      51.7         2.66069         0.065513
       431        1.3555        1.9157       30.00             34.69      51.7         2.65492         0.065062
       432        1.3593        1.9201       30.00             34.69      51.7         2.64914         0.064612
       433        1.3631        1.9244       30.00             34.69      51.7         2.64337         0.064163
       434        1.3669        1.9288       30.00             34.69      51.7         2.63759         0.063714
       435        1.3708        1.9331       30.00             34.69      51.7         2.63182         0.063266
       436        1.3746        1.9375       30.00             34.69      51.8         2.62604         0.062819
       437        1.3784        1.9418       30.00             34.69      51.8         2.62027         0.062372
       438        1.3822        1.9461       30.00             34.69      51.8         2.61450         0.061925
       439        1.3860        1.9505       30.00             34.69      51.8         2.60872         0.061480
       440        1.3898        1.9548       30.00             34.69      51.8         2.60295         0.061034
       441        1.3936        1.9592       30.00             34.69      51.8         2.59718         0.060590
       442        1.3975        1.9635       30.00             34.69      51.8         2.59140         0.060146
       443        1.4013        1.9679       30.00             34.69      51.8         2.58563         0.059702
       444        1.4051        1.9722       30.00             34.69      51.8         2.57985         0.059260
       445        1.4089        1.9766       30.00             34.69      51.8         2.57408         0.058817
       446        1.4127        1.9809       30.00             34.69      51.8         2.56831         0.058376
       447        1.4165        1.9853       30.00             34.69      51.8         2.56253         0.057935
       448        1.4203        1.9896       30.00             34.69      51.8         2.55676         0.057494
       449        1.4241        1.9940       30.00             34.69      51.8         2.55099         0.057055
       450        1.4280        1.9983       30.00             34.69      51.8         2.54521         0.056615
       451        1.4318        2.0027       30.00             34.69      51.9         2.53944         0.056177
       452        1.4356        2.0070       30.00             34.69      51.9         2.53367         0.055739
       453        1.4394        2.0114       30.00             34.69      51.9         2.52789         0.055302
       454        1.4432        2.0157       30.00             34.69      51.9         2.52212         0.054865
       455        1.4470        2.0201       30.00             34.69      51.9         2.51635         0.054429
       456        1.4508        2.0244       30.00             34.69      51.9         2.51057         0.053993
       457        1.4546        2.0288       30.00             34.69      51.9         2.50480         0.053558
       458        1.4584        2.0331       30.00             34.69      51.9         2.49903         0.053124
       459        1.4622        2.0375       30.00             34.69      51.9         2.49325         0.052690
       460        1.4660        2.0418       30.00             34.69      51.9         2.48748         0.052257
       461        1.4698        2.0462       30.00             34.69      51.9         2.48171         0.051825
       462        1.4736        2.0505       30.00             34.69      51.9         2.47593         0.051393
       463        1.4774        2.0549       30.00             34.69      51.9         2.47016         0.050962
       464        1.4813        2.0592       30.00             34.69      51.9         2.46439         0.050532
       465        1.4851        2.0636       30.00             34.69      52.0         2.45862         0.050102
       466        1.4889        2.0679       30.00             34.69      52.0         2.45284         0.049673
       467        1.4927        2.0723       30.00             34.69      52.0         2.44707         0.049244
       468        1.4965        2.0766       30.00             34.69      52.0         2.44130         0.048816
       469        1.5003        2.0810       30.00             34.69      52.0         2.43552         0.048389
       470        1.5041        2.0854       30.00             34.69      52.0         2.42975         0.047962
       471        1.5079        2.0897       30.00             34.69      52.0         2.42398         0.047536
       472        1.5117        2.0941       30.00             34.69      52.0         2.41821         0.047110
       473        1.5155        2.0984       30.00             34.69      52.0         2.41243         0.046686
       474        1.5193        2.1028       30.00             34.69      52.0         2.40666         0.046262
       475        1.5231        2.1071       30.00             34.69      52.0         2.40089         0.045838
       476        1.5269        2.1115       30.00             34.69      52.0         2.39512         0.045415
       477        1.5307        2.1159       30.00             34.69      52.0         2.38934         0.044993
       478        1.5344        2.1202       30.00             34.69      52.1         2.38357         0.044572
       479        1.5382        2.1246       30.00             34.68      52.1         2.37780         0.044151
       480        1.5420        2.1289       30.00             34.68      52.1         2.37203         0.043731
       481        1.5454        2.1318       30.00             26.38      52.1         2.36773         0.042721
       482        1.5488        2.1346       30.00             26.38      52.1         2.36343         0.041713
       483        1.5522        2.1374       30.00             26.37      52.1         2.35914         0.040707
       484        1.5555        2.1402       30.00             26.37      52.1         2.35484         0.039703
       485        1.5589        2.1430       30.00             26.37      52.2         2.35055         0.038701
       486        1.5623        2.1459       30.00             26.37      52.2         2.34625         0.037701
       487        1.5656        2.1487       30.00             26.36      52.2         2.34196         0.036703
       488        1.5690        2.1515       30.00             26.36      52.2         2.33767         0.035707
       489        1.5724        2.1543       30.00             26.36      52.3         2.33337         0.034713
       490        1.5757        2.1572       30.00             26.36      52.3         2.32908         0.033721
       491        1.5791        2.1600       30.00             26.35      52.3         2.32479         0.032730
       492        1.5824        2.1628       30.00             26.35      52.3         2.32049         0.031742
       493        1.5858        2.1657       30.00             26.35      52.3         2.31620         0.030756
       494        1.5892        2.1685       30.00             26.35      52.4         2.31191         0.029772
       495        1.5925        2.1713       30.00             26.34      52.4         2.30762         0.028790
       496        1.5959        2.1742       30.00             26.34      52.4         2.30333         0.027810
       497        1.5992        2.1770       30.00             26.34      52.4         2.29904         0.026832
       498        1.6026        2.1798       30.00             26.34      52.5         2.29475         0.025856
       499        1.6059        2.1827       30.00             26.33      52.5         2.29046         0.024882
       500        1.6092        2.1855       30.00             26.33      52.5         2.28617         0.023910
       501        1.6126        2.1884       30.00             26.33      52.5         2.28188         0.022940
       502        1.6159        2.1912       30.00             26.33      52.6         2.27759         0.021972
       503        1.6193        2.1940       30.00             26.32      52.6         2.27330         0.021006
       504        1.6226        2.1969       30.00             26.32      52.6         2.26901         0.020042
       505        1.6259        2.1997       30.00             26.32      52.6         2.26473         0.019080
       506        1.6293        2.2026       30.00             26.31      52.6         2.26044         0.018120
       507        1.6326        2.2054       30.00             26.31      52.7         2.25615         0.017162
       508        1.6360        2.2083       30.00             26.31      52.7         2.25187         0.016207
       509        1.6393        2.2111       30.00             26.31      52.7         2.24758         0.015253
       510        1.6426        2.2140       30.00             26.30      52.7         2.24329         0.014301
       511        1.6459        2.2168       30.00             26.30      52.8         2.23901         0.013352
       512        1.6493        2.2197       30.00             26.30      52.8         2.23472         0.012404
       513        1.6526        2.2225       30.00             26.30      52.8         2.23044         0.011459
       514        1.6559        2.2254       30.00             26.29      52.8         2.22615         0.010515
       515        1.6592        2.2283       30.00             26.29      52.9         2.22187         0.009574
       516        1.6625        2.2311       30.00             26.29      52.9         2.21759         0.008635
       517        1.6659        2.2340       30.00             26.29      52.9         2.21330         0.007697
       518        1.6692        2.2368       30.00             26.28      52.9         2.20902         0.006762
       519        1.6725        2.2397       30.00             26.28      53.0         2.20474         0.005829
       520        1.6758        2.2426       30.00             26.28      53.0         2.20046         0.004898
       521        1.6791        2.2454       30.00             26.28      53.0         2.19618         0.003970
       522        1.6824        2.2483       30.00             26.27      53.0         2.19189         0.003043
       523        1.6857        2.2512       30.00             26.27      53.1         2.18761         0.002118
       524        1.6890        2.2541       30.00             26.27      53.1         2.18333         0.001196
       525        1.6923        2.2569       30.00             26.27      53.1         2.17905         0.000275
       526        1.6957        2.2598       30.00             26.26      53.1         2.17477         0.000643
       527        1.6990        2.2627       30.00             26.26      53.1         2.17050         0.001559
       528        1.7022        2.2655       30.00             26.26      53.2         2.16622         0.002474
       529        1.7055        2.2684       30.00             26.25      53.2         2.16194         0.003386
       530        1.7088        2.2713       30.00             26.25      53.2         2.15766         0.004295
       531        1.7121        2.2742       30.00             26.25      53.2         2.15338         0.005203
       532        1.7154        2.2771       30.00             26.25      53.3         2.14911         0.006109
       533        1.7187        2.2799       30.00             26.24      53.3         2.14483         0.007012
       534        1.7220        2.2828       30.00             26.24      53.3         2.14055         0.007914
       535        1.7253        2.2857       30.00             26.24      53.3         2.13628         0.008813
       536        1.7286        2.2886       30.00             26.24      53.4         2.13200         0.009710
       537        1.7319        2.2915       30.00             26.23      53.4         2.12772         0.010605
       538        1.7351        2.2944       30.00             26.23      53.4         2.12345         0.011498
       539        1.7384        2.2973       30.00             26.23      53.4         2.11918         0.012388
       540        1.7417        2.3001       30.00             26.22      53.5         2.11490         0.013277
       541        1.7447        2.3038       30.00             28.42      53.5         2.11017         0.013445
       542        1.7477        2.3075       30.00             28.42      53.5         2.10544         0.013614
       543        1.7506        2.3112       30.00             28.42      53.5         2.10071         0.013781
       544        1.7536        2.3149       30.00             28.42      53.5         2.09597         0.013948
       545        1.7566        2.3186       30.00             28.42      53.5         2.09124         0.014115
       546        1.7595        2.3223       30.00             28.42      53.5         2.08651         0.014281
       547        1.7625        2.3260       30.00             28.42      53.5         2.08178         0.014447
       548        1.7655        2.3296       30.00             28.42      53.5         2.07705         0.014613
       549        1.7685        2.3333       30.00             28.42      53.5         2.07231         0.014777
       550        1.7714        2.3370       30.00             28.42      53.5         2.06758         0.014942
       551        1.7744        2.3407       30.00             28.42      53.5         2.06285         0.015106
       552        1.7774        2.3444       30.00             28.42      53.5         2.05812         0.015269
       553        1.7803        2.3481       30.00             28.42      53.6         2.05339         0.015432
       554        1.7833        2.3518       30.00             28.42      53.6         2.04865         0.015594
       555        1.7863        2.3555       30.00             28.42      53.6         2.04392         0.015756
       556        1.7893        2.3591       30.00             28.42      53.6         2.03919         0.015918
       557        1.7922        2.3628       30.00             28.42      53.6         2.03446         0.016079
       558        1.7952        2.3665       30.00             28.42      53.6         2.02973         0.016239
       559        1.7982        2.3702       30.00             28.42      53.6         2.02500         0.016399
       560        1.8011        2.3739       30.00             28.42      53.6         2.02026         0.016559
       561        1.8041        2.3776       30.00             28.42      53.6         2.01553         0.016718
       562        1.8071        2.3813       30.00             28.41      53.6         2.01080         0.016876
       563        1.8100        2.3850       30.00             28.41      53.6         2.00607         0.017034
       564        1.8130        2.3887       30.00             28.41      53.6         2.00134         0.017192
       565        1.8160        2.3924       30.00             28.41      53.6         1.99661         0.017349
       566        1.8189        2.3961       30.00             28.41      53.6         1.99187         0.017505
       567        1.8219        2.3998       30.00             28.41      53.6         1.98714         0.017661
       568        1.8249        2.4034       30.00             28.41      53.6         1.98241         0.017817
       569        1.8278        2.4071       30.00             28.41      53.6         1.97768         0.017972
       570        1.8308        2.4108       30.00             28.41      53.7         1.97295         0.018127
       571        1.8337        2.4145       30.00             28.41      53.7         1.96822         0.018281
       572        1.8367        2.4182       30.00             28.41      53.7         1.96348         0.018434
       573        1.8397        2.4219       30.00             28.41      53.7         1.95875         0.018587
       574        1.8426        2.4256       30.00             28.41      53.7         1.95402         0.018740
       575        1.8456        2.4293       30.00             28.41      53.7         1.94929         0.018892
       576        1.8486        2.4330       30.00             28.41      53.7         1.94456         0.019043
       577        1.8515        2.4367       30.00             28.41      53.7         1.93983         0.019194
       578        1.8545        2.4404       30.00             28.41      53.7         1.93510         0.019345
       579        1.8574        2.4441       30.00             28.41      53.7         1.93036         0.019495
       580        1.8604        2.4478       30.00             28.41      53.7         1.92563         0.019644
       581        1.8634        2.4515       30.00             28.41      53.7         1.92090         0.019793
       582        1.8663        2.4552       30.00             28.41      53.7         1.91617         0.019942
       583        1.8693        2.4589       30.00             28.41      53.7         1.91144         0.020090
       584        1.8722        2.4626       30.00             28.41      53.7         1.90671         0.020237
       585        1.8752        2.4663       30.00             28.41      53.7         1.90198         0.020384
       586        1.8781        2.4700       30.00             28.41      53.7         1.89725         0.020531
       587        1.8811        2.4737       30.00             28.41      53.8         1.89251         0.020677
       588        1.8841        2.4774       30.00             28.41      53.8         1.88778         0.020822
       589        1.8870        2.4811       30.00             28.41      53.8         1.88305         0.020967
       590        1.8900        2.4848       30.00             28.41      53.8         1.87832         0.021111
       591        1.8929        2.4885       30.00             28.41      53.8         1.87359         0.021255
       592        1.8959        2.4922       30.00             28.41      53.8         1.86886         0.021398
       593        1.8988        2.4959       30.00             28.41      53.8         1.86413         0.021541
       594        1.9018        2.4996       30.00             28.41      53.8         1.85940         0.021683
       595        1.9047        2.5033       30.00             28.41      53.8         1.85467         0.021825
       596        1.9077        2.5070       30.00             28.41      53.8         1.84993         0.021966
       597        1.9106        2.5107       30.00             28.41      53.8         1.84520         0.022107
       598        1.9136        2.5144       30.00             28.41      53.8         1.84047         0.022247
       599        1.9165        2.5181       30.00             28.41      53.8         1.83574         0.022386
       600        1.9195        2.5218       30.00             28.41      53.8         1.83101         0.022525
       601        1.9211        2.5258       30.00             26.09      53.8         1.82680         0.021397
       602        1.9227        2.5299       30.00             26.09      53.8         1.82259         0.020272
       603        1.9244        2.5339       30.00             26.08      53.8         1.81837         0.019150
       604        1.9260        2.5379       30.00             26.08      53.7         1.81416         0.018030
       605        1.9276        2.5420       30.00             26.07      53.7         1.80995         0.016914
       606        1.9292        2.5460       30.00             26.07      53.7         1.80574         0.015801
       607        1.9309        2.5500       30.00             26.06      53.6         1.80153         0.014690
       608        1.9325        2.5540       30.00             26.06      53.6         1.79733         0.013583
       609        1.9341        2.5581       30.00             26.06      53.6         1.79312         0.012478
       610        1.9358        2.5621       30.00             26.05      53.5         1.78891         0.011377
       611        1.9374        2.5661       30.00             26.05      53.5         1.78470         0.010278
       612        1.9391        2.5701       30.00             26.04      53.5         1.78050         0.009183
       613        1.9407        2.5741       30.00             26.04      53.4         1.77629         0.008090
       614        1.9424        2.5781       30.00             26.03      53.4         1.77209         0.007001
       615        1.9440        2.5822       30.00             26.03      53.4         1.76789         0.005915
       616        1.9457        2.5862       30.00             26.02      53.3         1.76368         0.004831
       617        1.9473        2.5902       30.00             26.02      53.3         1.75948         0.003751
       618        1.9490        2.5942       30.00             26.02      53.3         1.75528         0.002674
       619        1.9506        2.5982       30.00             26.01      53.2         1.75108         0.001599
       620        1.9523        2.6022       30.00             26.01      53.2         1.74688         0.000528
       621        1.9540        2.6062       30.00             26.00      53.1         1.74268         0.000540
       622        1.9556        2.6102       30.00             26.00      53.1         1.73848         0.001605
       623        1.9573        2.6142       30.00             25.99      53.1         1.73428         0.002667
       624        1.9590        2.6182       30.00             25.99      53.0         1.73008         0.003726
       625        1.9606        2.6222       30.00             25.98      53.0         1.72588         0.004782
       626        1.9623        2.6262       30.00             25.98      53.0         1.72169         0.005835
       627        1.9640        2.6302       30.00             25.97      52.9         1.71749         0.006885
       628        1.9657        2.6341       30.00             25.97      52.9         1.71329         0.007931
       629        1.9674        2.6381       30.00             25.97      52.9         1.70910         0.008975
       630        1.9691        2.6421       30.00             25.96      52.8         1.70491         0.010015
       631        1.9708        2.6461       30.00             25.96      52.8         1.70071         0.011053
       632        1.9724        2.6501       30.00             25.95      52.8         1.69652         0.012087
       633        1.9741        2.6540       30.00             25.95      52.7         1.69233         0.013118
       634        1.9758        2.6580       30.00             25.94      52.7         1.68814         0.014146
       635        1.9775        2.6620       30.00             25.94      52.6         1.68394         0.015170
       636        1.9792        2.6660       30.00             25.93      52.6         1.67975         0.016192
       637        1.9809        2.6699       30.00             25.93      52.6         1.67557         0.017211
       638        1.9827        2.6739       30.00             25.92      52.5         1.67138         0.018226
       639        1.9844        2.6779       30.00             25.92      52.5         1.66719         0.019238
       640        1.9861        2.6818       30.00             25.92      52.5         1.66300         0.020247
       641        1.9878        2.6858       30.00             25.91      52.4         1.65881         0.021253
       642        1.9895        2.6898       30.00             25.91      52.4         1.65463         0.022255
       643        1.9912        2.6937       30.00             25.90      52.4         1.65044         0.023255
       644        1.9930        2.6977       30.00             25.90      52.3         1.64626         0.024251
       645        1.9947        2.7016       30.00             25.89      52.3         1.64207         0.025244
       646        1.9964        2.7056       30.00             25.89      52.2         1.63789         0.026234
       647        1.9981        2.7095       30.00             25.88      52.2         1.63371         0.027220
       648        1.9999        2.7135       30.00             25.88      52.2         1.62953         0.028204
       649        2.0016        2.7174       30.00             25.87      52.1         1.62534         0.029184
       650        2.0033        2.7214       30.00             25.87      52.1         1.62116         0.030161
       651        2.0051        2.7253       30.00             25.86      52.1         1.61698         0.031134
       652        2.0068        2.7293       30.00             25.86      52.0         1.61280         0.032105
       653        2.0086        2.7332       30.00             25.85      52.0         1.60863         0.033072
       654        2.0103        2.7372       30.00             25.85      52.0         1.60445         0.034036
       655        2.0121        2.7411       30.00             25.84      51.9         1.60027         0.034996
       656        2.0138        2.7450       30.00             25.84      51.9         1.59609         0.035954
       657        2.0156        2.7490       30.00             25.83      51.8         1.59192         0.036908
       658        2.0173        2.7529       30.00             25.83      51.8         1.58774         0.037859
       659        2.0191        2.7568       30.00             25.82      51.8         1.58357         0.038806
       660        2.0209        2.7607       30.00             25.82      51.7         1.57940         0.039750
       661        2.0254        2.7661       30.00             41.94      51.7         1.57241         0.039341
       662        2.0299        2.7714       30.00             41.94      51.7         1.56542         0.038933
       663        2.0344        2.7767       30.00             41.94      51.7         1.55844         0.038526
       664        2.0389        2.7821       30.00             41.94      51.7         1.55145         0.038120
       665        2.0434        2.7874       30.00             41.94      51.7         1.54446         0.037714
       666        2.0479        2.7928       30.00             41.94      51.7         1.53748         0.037309
       667        2.0524        2.7981       30.00             41.94      51.7         1.53049         0.036905
       668        2.0570        2.8034       30.00             41.94      51.7         1.52351         0.036502
       669        2.0615        2.8088       30.00             41.94      51.8         1.51652         0.036099
       670        2.0660        2.8141       30.00             41.94      51.8         1.50953         0.035697
       671        2.0705        2.8195       30.00             41.94      51.8         1.50255         0.035296
       672        2.0750        2.8248       30.00             41.94      51.8         1.49556         0.034896
       673        2.0795        2.8302       30.00             41.94      51.8         1.48858         0.034496
       674        2.0840        2.8355       30.00             41.94      51.8         1.48159         0.034098
       675        2.0885        2.8408       30.00             41.94      51.8         1.47460         0.033700
       676        2.0930        2.8462       30.00             41.94      51.8         1.46762         0.033303
       677        2.0975        2.8515       30.00             41.94      51.8         1.46063         0.032906
       678        2.1020        2.8569       30.00             41.94      51.8         1.45365         0.032511
       679        2.1065        2.8622       30.00             41.94      51.8         1.44666         0.032116
       680        2.1110        2.8676       30.00             41.94      51.9         1.43967         0.031722
       681        2.1155        2.8729       30.00             41.94      51.9         1.43269         0.031329
       682        2.1200        2.8783       30.00             41.94      51.9         1.42570         0.030937
       683        2.1245        2.8836       30.00             41.94      51.9         1.41872         0.030546
       684        2.1290        2.8890       30.00             41.94      51.9         1.41173         0.030155
       685        2.1335        2.8943       30.00             41.94      51.9         1.40475         0.029766
       686        2.1380        2.8997       30.00             41.94      51.9         1.39776         0.029377
       687        2.1425        2.9050       30.00             41.94      51.9         1.39078         0.028989
       688        2.1470        2.9104       30.00             41.94      51.9         1.38379         0.028602
       689        2.1515        2.9157       30.00             41.94      51.9         1.37681         0.028216
       690        2.1560        2.9211       30.00             41.94      52.0         1.36982         0.027830
       691        2.1605        2.9264       30.00             41.94      52.0         1.36284         0.027446
       692        2.1650        2.9318       30.00             41.94      52.0         1.35585         0.027062
       693        2.1695        2.9371       30.00             41.94      52.0         1.34886         0.026680
       694        2.1740        2.9425       30.00             41.94      52.0         1.34188         0.026298
       695        2.1785        2.9478       30.00             41.94      52.0         1.33489         0.025917
       696        2.1830        2.9532       30.00             41.94      52.0         1.32791         0.025537
       697        2.1875        2.9585       30.00             41.94      52.0         1.32092         0.025158
       698        2.1920        2.9639       30.00             41.94      52.0         1.31394         0.024780
       699        2.1964        2.9693       30.00             41.94      52.0         1.30696         0.024403
       700        2.2009        2.9746       30.00             41.93      52.1         1.29997         0.024027
       701        2.2054        2.9800       30.00             41.93      52.1         1.29299         0.023652
       702        2.2099        2.9853       30.00             41.93      52.1         1.28600         0.023277
       703        2.2144        2.9907       30.00             41.93      52.1         1.27902         0.022904
       704        2.2189        2.9961       30.00             41.93      52.1         1.27203         0.022531
       705        2.2234        3.0014       30.00             41.93      52.1         1.26505         0.022160
       706        2.2278        3.0068       30.00             41.93      52.1         1.25806         0.021790
       707        2.2323        3.0121       30.00             41.93      52.1         1.25108         0.021420
       708        2.2368        3.0175       30.00             41.93      52.1         1.24409         0.021052
       709        2.2413        3.0229       30.00             41.93      52.2         1.23711         0.020684
       710        2.2458        3.0282       30.00             41.93      52.2         1.23012         0.020318
       711        2.2503        3.0336       30.00             41.93      52.2         1.22314         0.019952
       712        2.2547        3.0390       30.00             41.93      52.2         1.21616         0.019588
       713        2.2592        3.0443       30.00             41.93      52.2         1.20917         0.019225
       714        2.2637        3.0497       30.00             41.93      52.2         1.20219         0.018862
       715        2.2682        3.0551       30.00             41.93      52.2         1.19520         0.018501
       716        2.2726        3.0604       30.00             41.93      52.2         1.18822         0.018141
       717        2.2771        3.0658       30.00             41.93      52.3         1.18124         0.017782
       718        2.2816        3.0712       30.00             41.93      52.3         1.17425         0.017423
       719        2.2861        3.0765       30.00             41.93      52.3         1.16727         0.017066
       720        2.2905        3.0819       30.00             41.93      52.3         1.16028         0.016711
       721        2.2936        3.0875       30.00             38.40      52.3         1.15397         0.017639
       722        2.2967        3.0931       30.00             38.40      52.3         1.14765         0.018562
       723        2.2997        3.0988       30.00             38.39      52.2         1.14133         0.019481
       724        2.3028        3.1044       30.00             38.39      52.2         1.13502         0.020396
       725        2.3059        3.1100       30.00             38.39      52.1         1.12870         0.021306
       726        2.3089        3.1156       30.00             38.38      52.0         1.12239         0.022212
       727        2.3120        3.1212       30.00             38.38      52.0         1.11608         0.023113
       728        2.3151        3.1268       30.00             38.37      51.9         1.10976         0.024009
       729        2.3182        3.1324       30.00             38.37      51.9         1.10345         0.024901
       730        2.3213        3.1380       30.00             38.36      51.8         1.09714         0.025788
       731        2.3244        3.1436       30.00             38.36      51.8         1.09083         0.026671
       732        2.3275        3.1492       30.00             38.35      51.7         1.08453         0.027548
       733        2.3306        3.1548       30.00             38.35      51.7         1.07822         0.028421
       734        2.3337        3.1604       30.00             38.35      51.6         1.07191         0.029290
       735        2.3368        3.1659       30.00             38.34      51.6         1.06561         0.030153
       736        2.3399        3.1715       30.00             38.34      51.5         1.05930         0.031011
       737        2.3430        3.1771       30.00             38.33      51.5         1.05300         0.031865
       738        2.3461        3.1827       30.00             38.33      51.4         1.04670         0.032714
       739        2.3492        3.1882       30.00             38.32      51.3         1.04040         0.033557
       740        2.3524        3.1938       30.00             38.32      51.3         1.03410         0.034396
       741        2.3555        3.1994       30.00             38.31      51.2         1.02780         0.035230
       742        2.3586        3.2049       30.00             38.31      51.2         1.02150         0.036059
       743        2.3618        3.2105       30.00             38.30      51.1         1.01520         0.036882
       744        2.3649        3.2161       30.00             38.30      51.0         1.00891         0.037700
       745        2.3681        3.2216       30.00             38.29      51.0         1.00261         0.038514
       746        2.3712        3.2272       30.00             38.29      50.9         0.99632         0.039321
       747        2.3744        3.2327       30.00             38.28      50.9         0.99003         0.040124
       748        2.3775        3.2382       30.00             38.28      50.8         0.98374         0.040922
       749        2.3807        3.2438       30.00             38.27      50.7         0.97745         0.041714
       750        2.3839        3.2493       30.00             38.26      50.7         0.97116         0.042500
       751        2.3870        3.2548       30.00             38.26      50.6         0.96487         0.043281
       752        2.3902        3.2604       30.00             38.25      50.6         0.95858         0.044057
       753        2.3934        3.2659       30.00             38.25      50.5         0.95230         0.044827
       754        2.3966        3.2714       30.00             38.24      50.4         0.94602         0.045592
       755        2.3998        3.2769       30.00             38.24      50.4         0.93973         0.046351
       756        2.4030        3.2825       30.00             38.23      50.3         0.93345         0.047104
       757        2.4062        3.2880       30.00             38.23      50.2         0.92717         0.047852
       758        2.4094        3.2935       30.00             38.22      50.2         0.92089         0.048594
       759        2.4126        3.2990       30.00             38.21      50.1         0.91461         0.049330
       760        2.4158        3.3045       30.00             38.21      50.0         0.90834         0.050060
       761        2.4190        3.3100       30.00             38.20      50.0         0.90206         0.050785
       762        2.4222        3.3155       30.00             38.20      49.9         0.89579         0.051503
       763        2.4254        3.3209       30.00             38.19      49.8         0.88951         0.052216
       764        2.4287        3.3264       30.00             38.18      49.8         0.88324         0.052922
       765        2.4319        3.3319       30.00             38.18      49.7         0.87697         0.053623
       766        2.4351        3.3374       30.00             38.17      49.6         0.87070         0.054317
       767        2.4384        3.3429       30.00             38.17      49.6         0.86443         0.055005
       768        2.4416        3.3483       30.00             38.16      49.5         0.85817         0.055687
       769        2.4449        3.3538       30.00             38.15      49.4         0.85190         0.056363
       770        2.4481        3.3592       30.00             38.15      49.3         0.84564         0.057032
       771        2.4514        3.3647       30.00             38.14      49.3         0.83938         0.057695
       772        2.4547        3.3702       30.00             38.13      49.2         0.83312         0.058351
       773        2.4579        3.3756       30.00             38.13      49.1         0.82686         0.059001
       774        2.4612        3.3810       30.00             38.12      49.0         0.82060         0.059644
       775        2.4645        3.3865       30.00             38.11      49.0         0.81434         0.060280
       776        2.4678        3.3919       30.00             38.11      48.9         0.80809         0.060910
       777        2.4711        3.3973       30.00             38.10      48.8         0.80183         0.061533
       778        2.4744        3.4028       30.00             38.09      48.7         0.79558         0.062150
       779        2.4777        3.4082       30.00             38.08      48.6         0.78933         0.062759
       780        2.4810        3.4136       30.00             38.08      48.6         0.78308         0.063362
       781        2.4850        3.4178       30.00             34.78      48.5         0.77729         0.062630
