       Čas    Pozicija X    Pozicija Y     Hitrost  Dejanska hitrost      Smer   Razdalja do B   Odmik od trase
     [min]      [100 km]      [100 km]      [km/h]            [km/h]       [°]        [100 km]         [100 km]
---------------------------------------------------------------------------------------------------------------
       379        1.1992        1.6022       30.00             37.39      41.5         2.99873         0.001990
       380        1.2029        1.6072       30.00             37.39      41.5         2.99250         0.001986
       381        1.2067        1.6122       30.00             37.39      41.5         2.98626         0.001982
       382        1.2104        1.6172       30.00             37.39      41.5         2.98003         0.001977
       383        1.2141        1.6221       30.00             37.39      41.5         2.97380         0.001973
       384        1.2179        1.6271       30.00             37.39      41.5         2.96757         0.001969
       385        1.2216        1.6321       30.00             37.39      41.5         2.96134         0.001965
       386        1.2254        1.6371       30.00             37.39      41.5         2.95511         0.001961
       387        1.2291        1.6421       30.00             37.39      41.5         2.94888         0.001957
       388        1.2329        1.6471       30.00             37.39      41.5         2.94264         0.001953
       389        1.2366        1.6520       30.00             37.39      41.5         2.93641         0.001948
       390        1.2403        1.6570       30.00             37.39      41.5         2.93018         0.001944
       391        1.2441        1.6620       30.00             37.39      41.5         2.92395         0.001940
       392        1.2478        1.6670       30.00             37.39      41.5         2.91772         0.001936
       393        1.2516        1.6720       30.00             37.39      41.5         2.91149         0.001932
       394        1.2553        1.6770       30.00             37.39      41.5         2.90526         0.001928
       395        1.2590        1.6819       30.00             37.39      41.5         2.89902         0.001924
       396        1.2628        1.6869       30.00             37.39      41.5         2.89279         0.001920
       397        1.2665        1.6919       30.00             37.39      41.5         2.88656         0.001915
       398        1.2703        1.6969       30.00             37.39      41.5         2.88033         0.001911
       399        1.2740        1.7019       30.00             37.39      41.5         2.87410         0.001907
       400        1.2778        1.7068       30.00             37.39      41.5         2.86787         0.001903
       401        1.2815        1.7118       30.00             37.39      41.5         2.86164         0.001899
       402        1.2852        1.7168       30.00             37.39      41.5         2.85540         0.001895
       403        1.2890        1.7218       30.00             37.39      41.5         2.84917         0.001891
       404        1.2927        1.7268       30.00             37.39      41.5         2.84294         0.001886
       405        1.2965        1.7318       30.00             37.39      41.5         2.83671         0.001882
       406        1.3002        1.7367       30.00             37.39      41.5         2.83048         0.001878
       407        1.3040        1.7417       30.00             37.39      41.5         2.82425         0.001874
       408        1.3077        1.7467       30.00             37.39      41.5         2.81802         0.001870
       409        1.3114        1.7517       30.00             37.39      41.5         2.81178         0.001866
       410        1.3152        1.7567       30.00             37.39      41.5         2.80555         0.001862
       411        1.3189        1.7617       30.00             37.39      41.5         2.79932         0.001857
       412        1.3227        1.7666       30.00             37.39      41.5         2.79309         0.001853
       413        1.3264        1.7716       30.00             37.39      41.5         2.78686         0.001849
       414        1.3301        1.7766       30.00             37.39      41.5         2.78063         0.001845
       415        1.3339        1.7816       30.00             37.39      41.5         2.77439         0.001841
       416        1.3376        1.7866       30.00             37.39      41.5         2.76816         0.001837
       417        1.3414        1.7916       30.00             37.39      41.5         2.76193         0.001833
       418        1.3451        1.7965       30.00             37.39      41.5         2.75570         0.001829
       419        1.3489        1.8015       30.00             37.39      41.5         2.74947         0.001824
       420        1.3526        1.8065       30.00             37.39      41.5         2.74324         0.001820
       421        1.3568        1.8105       30.00             34.82      46.5         2.73750         0.000920
       422        1.3606        1.8149       30.00             34.70      51.5         2.73174         0.000454
       423        1.3641        1.8195       30.00             34.55      56.5         2.72598         0.000424
       424        1.3675        1.8241       30.00             34.53      56.9         2.72023         0.000423
       425        1.3710        1.8287       30.00             34.53      56.9         2.71447         0.000422
       426        1.3744        1.8333       30.00             34.53      56.9         2.70871         0.000422
       427        1.3779        1.8379       30.00             34.53      56.9         2.70296         0.000421
       428        1.3813        1.8425       30.00             34.53      56.9         2.69720         0.000420
       429        1.3848        1.8471       30.00             34.53      56.9         2.69145         0.000419
       430        1.3883        1.8517       30.00             34.53      56.9         2.68569         0.000418
       431        1.3917        1.8563       30.00             34.53      56.9         2.67994         0.000417
       432        1.3952        1.8609       30.00             34.53      56.9         2.67418         0.000416
       433        1.3986        1.8655       30.00             34.53      56.9         2.66842         0.000415
       434        1.4021        1.8701       30.00             34.53      56.9         2.66267         0.000414
       435        1.4055        1.8747       30.00             34.53      56.9         2.65691         0.000414
       436        1.4090        1.8793       30.00             34.53      56.9         2.65116         0.000413
       437        1.4124        1.8839       30.00             34.53      56.9         2.64540         0.000412
       438        1.4159        1.8885       30.00             34.53      56.9         2.63965         0.000411
       439        1.4193        1.8931       30.00             34.53      56.9         2.63389         0.000410
       440        1.4228        1.8977       30.00             34.53      56.9         2.62814         0.000409
       441        1.4262        1.9023       30.00             34.53      56.9         2.62238         0.000408
       442        1.4297        1.9069       30.00             34.53      56.9         2.61662         0.000407
       443        1.4332        1.9115       30.00             34.53      56.9         2.61087         0.000406
       444        1.4366        1.9162       30.00             34.53      56.9         2.60511         0.000405
       445        1.4401        1.9208       30.00             34.53      56.9         2.59936         0.000405
       446        1.4435        1.9254       30.00             34.53      56.9         2.59360         0.000404
       447        1.4470        1.9300       30.00             34.53      56.9         2.58785         0.000403
       448        1.4504        1.9346       30.00             34.53      56.9         2.58209         0.000402
       449        1.4539        1.9392       30.00             34.53      56.9         2.57633         0.000401
       450        1.4573        1.9438       30.00             34.53      56.9         2.57058         0.000400
       451        1.4608        1.9484       30.00             34.53      56.9         2.56482         0.000399
       452        1.4642        1.9530       30.00             34.53      56.9         2.55907         0.000398
       453        1.4677        1.9576       30.00             34.53      56.9         2.55331         0.000397
       454        1.4711        1.9622       30.00             34.53      56.9         2.54756         0.000397
       455        1.4746        1.9668       30.00             34.53      56.9         2.54180         0.000396
       456        1.4781        1.9714       30.00             34.53      56.9         2.53604         0.000395
       457        1.4815        1.9760       30.00             34.53      56.9         2.53029         0.000394
       458        1.4850        1.9806       30.00             34.53      56.9         2.52453         0.000393
       459        1.4884        1.9852       30.00             34.53      56.9         2.51878         0.000392
       460        1.4919        1.9898       30.00             34.53      56.9         2.51302         0.000391
       461        1.4953        1.9944       30.00             34.53      56.9         2.50727         0.000390
       462        1.4988        1.9990       30.00             34.53      56.9         2.50151         0.000389
       463        1.5022        2.0036       30.00             34.53      56.9         2.49575         0.000388
       464        1.5057        2.0082       30.00             34.53      56.9         2.49000         0.000388
       465        1.5091        2.0128       30.00             34.53      56.9         2.48424         0.000387
       466        1.5126        2.0174       30.00             34.53      56.9         2.47849         0.000386
       467        1.5161        2.0220       30.00             34.53      56.9         2.47273         0.000385
       468        1.5195        2.0266       30.00             34.53      56.9         2.46698         0.000384
       469        1.5230        2.0313       30.00             34.53      56.9         2.46122         0.000383
       470        1.5264        2.0359       30.00             34.53      56.9         2.45546         0.000382
       471        1.5299        2.0405       30.00             34.53      56.9         2.44971         0.000381
       472        1.5333        2.0451       30.00             34.53      56.9         2.44395         0.000380
       473        1.5368        2.0497       30.00             34.53      56.9         2.43820         0.000379
       474        1.5402        2.0543       30.00             34.53      56.9         2.43244         0.000379
       475        1.5437        2.0589       30.00             34.53      56.9         2.42669         0.000378
       476        1.5471        2.0635       30.00             34.53      56.9         2.42093         0.000377
       477        1.5506        2.0681       30.00             34.53      56.9         2.41517         0.000376
       478        1.5540        2.0727       30.00             34.53      56.9         2.40942         0.000375
       479        1.5575        2.0773       30.00             34.53      56.9         2.40366         0.000374
       480        1.5610        2.0819       30.00             34.53      56.9         2.39791         0.000373
       481        1.5636        2.0852       30.00             25.35      61.9         2.39369         0.000216
       482        1.5661        2.0885       30.00             25.17      63.7         2.38949         0.000215
       483        1.5687        2.0919       30.00             25.17      63.7         2.38530         0.000215
       484        1.5712        2.0952       30.00             25.17      63.7         2.38110         0.000214
       485        1.5737        2.0986       30.00             25.17      63.7         2.37691         0.000214
       486        1.5762        2.1020       30.00             25.17      63.7         2.37271         0.000214
       487        1.5787        2.1053       30.00             25.17      63.7         2.36852         0.000213
       488        1.5812        2.1087       30.00             25.17      63.7         2.36432         0.000213
       489        1.5838        2.1120       30.00             25.17      63.7         2.36013         0.000213
       490        1.5863        2.1154       30.00             25.17      63.7         2.35593         0.000212
       491        1.5888        2.1187       30.00             25.17      63.7         2.35174         0.000212
       492        1.5913        2.1221       30.00             25.17      63.7         2.34754         0.000211
       493        1.5938        2.1254       30.00             25.17      63.7         2.34335         0.000211
       494        1.5963        2.1288       30.00             25.17      63.7         2.33915         0.000211
       495        1.5989        2.1322       30.00             25.17      63.7         2.33496         0.000210
       496        1.6014        2.1355       30.00             25.17      63.7         2.33076         0.000210
       497        1.6039        2.1389       30.00             25.17      63.7         2.32657         0.000210
       498        1.6064        2.1422       30.00             25.17      63.7         2.32238         0.000209
       499        1.6089        2.1456       30.00             25.17      63.7         2.31818         0.000209
       500        1.6114        2.1489       30.00             25.17      63.7         2.31399         0.000208
       501        1.6140        2.1523       30.00             25.17      63.7         2.30979         0.000208
       502        1.6165        2.1556       30.00             25.17      63.7         2.30560         0.000208
       503        1.6190        2.1590       30.00             25.17      63.7         2.30140         0.000207
       504        1.6215        2.1624       30.00             25.17      63.7         2.29721         0.000207
       505        1.6240        2.1657       30.00             25.17      63.7         2.29301         0.000207
       506        1.6265        2.1691       30.00             25.17      63.7         2.28882         0.000206
       507        1.6291        2.1724       30.00             25.17      63.7         2.28462         0.000206
       508        1.6316        2.1758       30.00             25.17      63.7         2.28043         0.000205
       509        1.6341        2.1791       30.00             25.17      63.7         2.27623         0.000205
       510        1.6366        2.1825       30.00             25.17      63.7         2.27204         0.000205
       511        1.6391        2.1858       30.00             25.17      63.7         2.26784         0.000204
       512        1.6416        2.1892       30.00             25.17      63.7         2.26365         0.000204
       513        1.6442        2.1926       30.00             25.17      63.7         2.25945         0.000203
       514        1.6467        2.1959       30.00             25.17      63.7         2.25526         0.000203
       515        1.6492        2.1993       30.00             25.17      63.7         2.25106         0.000203
       516        1.6517        2.2026       30.00             25.17      63.7         2.24687         0.000202
       517        1.6542        2.2060       30.00             25.17      63.7         2.24267         0.000202
       518        1.6568        2.2093       30.00             25.17      63.7         2.23848         0.000202
       519        1.6593        2.2127       30.00             25.17      63.7         2.23429         0.000201
       520        1.6618        2.2160       30.00             25.17      63.7         2.23009         0.000201
       521        1.6643        2.2194       30.00             25.17      63.7         2.22590         0.000200
       522        1.6668        2.2228       30.00             25.17      63.7         2.22170         0.000200
       523        1.6693        2.2261       30.00             25.17      63.7         2.21751         0.000200
       524        1.6719        2.2295       30.00             25.17      63.7         2.21331         0.000199
       525        1.6744        2.2328       30.00             25.17      63.7         2.20912         0.000199
       526        1.6769        2.2362       30.00             25.17      63.7         2.20492         0.000199
       527        1.6794        2.2395       30.00             25.17      63.7         2.20073         0.000198
       528        1.6819        2.2429       30.00             25.17      63.7         2.19653         0.000198
       529        1.6844        2.2462       30.00             25.17      63.7         2.19234         0.000197
       530        1.6870        2.2496       30.00             25.17      63.7         2.18814         0.000197
       531        1.6895        2.2530       30.00             25.17      63.7         2.18395         0.000197
       532        1.6920        2.2563       30.00             25.17      63.7         2.17975         0.000196
       533        1.6945        2.2597       30.00             25.17      63.7         2.17556         0.000196
       534        1.6970        2.2630       30.00             25.17      63.7         2.17136         0.000196
       535        1.6995        2.2664       30.00             25.17      63.7         2.16717         0.000195
       536        1.7021        2.2697       30.00             25.17      63.7         2.16297         0.000195
       537        1.7046        2.2731       30.00             25.17      63.7         2.15878         0.000194
       538        1.7071        2.2764       30.00             25.17      63.7         2.15458         0.000194
       539        1.7096        2.2798       30.00             25.17      63.7         2.15039         0.000194
       540        1.7121        2.2832       30.00             25.17      63.7         2.14619         0.000193
       541        1.7147        2.2871       30.00             28.31      58.7         2.14149         0.000479
       542        1.7176        2.2909       30.00             28.38      55.4         2.13676         0.000478
       543        1.7204        2.2947       30.00             28.38      55.4         2.13203         0.000477
       544        1.7232        2.2984       30.00             28.38      55.4         2.12730         0.000476
       545        1.7261        2.3022       30.00             28.38      55.4         2.12257         0.000475
       546        1.7289        2.3060       30.00             28.38      55.4         2.11784         0.000473
       547        1.7318        2.3098       30.00             28.38      55.4         2.11311         0.000472
       548        1.7346        2.3136       30.00             28.38      55.4         2.10838         0.000471
       549        1.7374        2.3174       30.00             28.38      55.4         2.10365         0.000470
       550        1.7403        2.3211       30.00             28.38      55.4         2.09892         0.000469
       551        1.7431        2.3249       30.00             28.38      55.4         2.09419         0.000468
       552        1.7459        2.3287       30.00             28.38      55.4         2.08946         0.000467
       553        1.7488        2.3325       30.00             28.38      55.4         2.08473         0.000466
       554        1.7516        2.3363       30.00             28.38      55.4         2.08000         0.000465
       555        1.7545        2.3401       30.00             28.38      55.4         2.07527         0.000464
       556        1.7573        2.3438       30.00             28.38      55.4         2.07054         0.000463
       557        1.7601        2.3476       30.00             28.38      55.4         2.06582         0.000462
       558        1.7630        2.3514       30.00             28.38      55.4         2.06109         0.000461
       559        1.7658        2.3552       30.00             28.38      55.4         2.05636         0.000460
       560        1.7687        2.3590       30.00             28.38      55.4         2.05163         0.000459
       561        1.7715        2.3628       30.00             28.38      55.4         2.04690         0.000458
       562        1.7743        2.3665       30.00             28.38      55.4         2.04217         0.000457
       563        1.7772        2.3703       30.00             28.38      55.4         2.03744         0.000455
       564        1.7800        2.3741       30.00             28.38      55.4         2.03271         0.000454
       565        1.7828        2.3779       30.00             28.38      55.4         2.02798         0.000453
       566        1.7857        2.3817       30.00             28.38      55.4         2.02325         0.000452
       567        1.7885        2.3855       30.00             28.38      55.4         2.01852         0.000451
       568        1.7914        2.3892       30.00             28.38      55.4         2.01379         0.000450
       569        1.7942        2.3930       30.00             28.38      55.4         2.00906         0.000449
       570        1.7970        2.3968       30.00             28.38      55.4         2.00433         0.000448
       571        1.7999        2.4006       30.00             28.38      55.4         1.99960         0.000447
       572        1.8027        2.4044       30.00             28.38      55.4         1.99487         0.000446
       573        1.8056        2.4082       30.00             28.38      55.4         1.99015         0.000445
       574        1.8084        2.4119       30.00             28.38      55.4         1.98542         0.000444
       575        1.8112        2.4157       30.00             28.38      55.4         1.98069         0.000443
       576        1.8141        2.4195       30.00             28.38      55.4         1.97596         0.000442
       577        1.8169        2.4233       30.00             28.38      55.4         1.97123         0.000441
       578        1.8197        2.4271       30.00             28.38      55.4         1.96650         0.000440
       579        1.8226        2.4308       30.00             28.38      55.4         1.96177         0.000439
       580        1.8254        2.4346       30.00             28.38      55.4         1.95704         0.000438
       581        1.8283        2.4384       30.00             28.38      55.4         1.95231         0.000436
       582        1.8311        2.4422       30.00             28.38      55.4         1.94758         0.000435
       583        1.8339        2.4460       30.00             28.38      55.4         1.94285         0.000434
       584        1.8368        2.4498       30.00             28.38      55.4         1.93812         0.000433
       585        1.8396        2.4535       30.00             28.38      55.4         1.93339         0.000432
       586        1.8425        2.4573       30.00             28.38      55.4         1.92866         0.000431
       587        1.8453        2.4611       30.00             28.38      55.4         1.92393         0.000430
       588        1.8481        2.4649       30.00             28.38      55.4         1.91920         0.000429
       589        1.8510        2.4687       30.00             28.38      55.4         1.91448         0.000428
       590        1.8538        2.4725       30.00             28.38      55.4         1.90975         0.000427
       591        1.8566        2.4762       30.00             28.38      55.4         1.90502         0.000426
       592        1.8595        2.4800       30.00             28.38      55.4         1.90029         0.000425
       593        1.8623        2.4838       30.00             28.38      55.4         1.89556         0.000424
       594        1.8652        2.4876       30.00             28.38      55.4         1.89083         0.000423
       595        1.8680        2.4914       30.00             28.38      55.4         1.88610         0.000422
       596        1.8708        2.4952       30.00             28.38      55.4         1.88137         0.000421
       597        1.8737        2.4989       30.00             28.38      55.4         1.87664         0.000420
       598        1.8765        2.5027       30.00             28.38      55.4         1.87191         0.000418
       599        1.8794        2.5065       30.00             28.38      55.4         1.86718         0.000417
       600        1.8822        2.5103       30.00             28.38      55.4         1.86245         0.000416
       601        1.8840        2.5141       30.00             25.65      50.4         1.85826         0.001246
       602        1.8862        2.5177       30.00             25.04      45.4         1.85410         0.001641
       603        1.8887        2.5210       30.00             24.50      40.8         1.85002         0.001637
       604        1.8911        2.5242       30.00             24.50      40.8         1.84594         0.001634
       605        1.8936        2.5275       30.00             24.50      40.8         1.84185         0.001630
       606        1.8960        2.5308       30.00             24.50      40.8         1.83777         0.001626
       607        1.8985        2.5340       30.00             24.50      40.8         1.83368         0.001623
       608        1.9009        2.5373       30.00             24.50      40.8         1.82960         0.001619
       609        1.9034        2.5406       30.00             24.50      40.8         1.82551         0.001616
       610        1.9059        2.5438       30.00             24.50      40.8         1.82143         0.001612
       611        1.9083        2.5471       30.00             24.50      40.8         1.81735         0.001608
       612        1.9108        2.5504       30.00             24.50      40.8         1.81326         0.001605
       613        1.9132        2.5536       30.00             24.50      40.8         1.80918         0.001601
       614        1.9157        2.5569       30.00             24.50      40.8         1.80509         0.001597
       615        1.9181        2.5601       30.00             24.50      40.8         1.80101         0.001594
       616        1.9206        2.5634       30.00             24.50      40.8         1.79693         0.001590
       617        1.9230        2.5667       30.00             24.50      40.8         1.79284         0.001587
       618        1.9255        2.5699       30.00             24.50      40.8         1.78876         0.001583
       619        1.9279        2.5732       30.00             24.50      40.8         1.78467         0.001579
       620        1.9304        2.5765       30.00             24.50      40.8         1.78059         0.001576
       621        1.9328        2.5797       30.00             24.50      40.8         1.77651         0.001572
       622        1.9353        2.5830       30.00             24.50      40.8         1.77242         0.001569
       623        1.9377        2.5863       30.00             24.50      40.8         1.76834         0.001565
       624        1.9402        2.5895       30.00             24.50      40.8         1.76425         0.001561
       625        1.9427        2.5928       30.00             24.50      40.8         1.76017         0.001558
       626        1.9451        2.5961       30.00             24.50      40.8         1.75609         0.001554
       627        1.9476        2.5993       30.00             24.50      40.8         1.75200         0.001550
       628        1.9500        2.6026       30.00             24.50      40.8         1.74792         0.001547
       629        1.9525        2.6059       30.00             24.50      40.8         1.74383         0.001543
       630        1.9549        2.6091       30.00             24.50      40.8         1.73975         0.001540
       631        1.9574        2.6124       30.00             24.50      40.8         1.73566         0.001536
       632        1.9598        2.6157       30.00             24.50      40.8         1.73158         0.001532
       633        1.9623        2.6189       30.00             24.50      40.8         1.72750         0.001529
       634        1.9647        2.6222       30.00             24.50      40.8         1.72341         0.001525
       635        1.9672        2.6255       30.00             24.50      40.8         1.71933         0.001522
       636        1.9696        2.6287       30.00             24.50      40.8         1.71524         0.001518
       637        1.9721        2.6320       30.00             24.50      40.8         1.71116         0.001514
       638        1.9745        2.6352       30.00             24.50      40.8         1.70708         0.001511
       639        1.9770        2.6385       30.00             24.50      40.8         1.70299         0.001507
       640        1.9795        2.6418       30.00             24.50      40.8         1.69891         0.001503
       641        1.9819        2.6450       30.00             24.50      40.8         1.69482         0.001500
       642        1.9844        2.6483       30.00             24.50      40.8         1.69074         0.001496
       643        1.9868        2.6516       30.00             24.50      40.8         1.68666         0.001493
       644        1.9893        2.6548       30.00             24.50      40.8         1.68257         0.001489
       645        1.9917        2.6581       30.00             24.50      40.8         1.67849         0.001485
       646        1.9942        2.6614       30.00             24.50      40.8         1.67440         0.001482
       647        1.9966        2.6646       30.00             24.50      40.8         1.67032         0.001478
       648        1.9991        2.6679       30.00             24.50      40.8         1.66623         0.001475
       649        2.0015        2.6712       30.00             24.50      40.8         1.66215         0.001471
       650        2.0040        2.6744       30.00             24.50      40.8         1.65807         0.001467
       651        2.0064        2.6777       30.00             24.50      40.8         1.65398         0.001464
       652        2.0089        2.6810       30.00             24.50      40.8         1.64990         0.001460
       653        2.0113        2.6842       30.00             24.50      40.8         1.64581         0.001456
       654        2.0138        2.6875       30.00             24.50      40.8         1.64173         0.001453
       655        2.0163        2.6908       30.00             24.50      40.8         1.63765         0.001449
       656        2.0187        2.6940       30.00             24.50      40.8         1.63356         0.001446
       657        2.0212        2.6973       30.00             24.50      40.8         1.62948         0.001442
       658        2.0236        2.7005       30.00             24.50      40.8         1.62539         0.001438
       659        2.0261        2.7038       30.00             24.50      40.8         1.62131         0.001435
       660        2.0285        2.7071       30.00             24.50      40.8         1.61723         0.001431
       661        2.0334        2.7121       30.00             42.00      45.8         1.61029         0.000508
       662        2.0380        2.7174       30.00             41.96      50.8         1.60331         0.000019
       663        2.0422        2.7229       30.00             41.85      55.8         1.59634         0.000033
       664        2.0464        2.7285       30.00             41.83      56.4         1.58936         0.000033
       665        2.0506        2.7341       30.00             41.83      56.4         1.58239         0.000033
       666        2.0548        2.7396       30.00             41.83      56.4         1.57542         0.000033
       667        2.0590        2.7452       30.00             41.83      56.4         1.56845         0.000033
       668        2.0631        2.7508       30.00             41.83      56.4         1.56148         0.000033
       669        2.0673        2.7564       30.00             41.83      56.4         1.55450         0.000033
       670        2.0715        2.7620       30.00             41.83      56.4         1.54753         0.000032
       671        2.0757        2.7675       30.00             41.83      56.4         1.54056         0.000032
       672        2.0799        2.7731       30.00             41.83      56.4         1.53359         0.000032
       673        2.0841        2.7787       30.00             41.83      56.4         1.52662         0.000032
       674        2.0882        2.7843       30.00             41.83      56.4         1.51965         0.000032
       675        2.0924        2.7898       30.00             41.83      56.4         1.51267         0.000032
       676        2.0966        2.7954       30.00             41.83      56.4         1.50570         0.000032
       677        2.1008        2.8010       30.00             41.83      56.4         1.49873         0.000031
       678        2.1050        2.8066       30.00             41.83      56.4         1.49176         0.000031
       679        2.1092        2.8122       30.00             41.83      56.4         1.48479         0.000031
       680        2.1133        2.8177       30.00             41.83      56.4         1.47781         0.000031
       681        2.1175        2.8233       30.00             41.83      56.4         1.47084         0.000031
       682        2.1217        2.8289       30.00             41.83      56.4         1.46387         0.000031
       683        2.1259        2.8345       30.00             41.83      56.4         1.45690         0.000031
       684        2.1301        2.8400       30.00             41.83      56.4         1.44993         0.000030
       685        2.1343        2.8456       30.00             41.83      56.4         1.44295         0.000030
       686        2.1384        2.8512       30.00             41.83      56.4         1.43598         0.000030
       687        2.1426        2.8568       30.00             41.83      56.4         1.42901         0.000030
       688        2.1468        2.8624       30.00             41.83      56.4         1.42204         0.000030
       689        2.1510        2.8679       30.00             41.83      56.4         1.41507         0.000030
       690        2.1552        2.8735       30.00             41.83      56.4         1.40809         0.000030
       691        2.1593        2.8791       30.00             41.83      56.4         1.40112         0.000029
       692        2.1635        2.8847       30.00             41.83      56.4         1.39415         0.000029
       693        2.1677        2.8902       30.00             41.83      56.4         1.38718         0.000029
       694        2.1719        2.8958       30.00             41.83      56.4         1.38021         0.000029
       695        2.1761        2.9014       30.00             41.83      56.4         1.37324         0.000029
       696        2.1803        2.9070       30.00             41.83      56.4         1.36626         0.000029
       697        2.1844        2.9125       30.00             41.83      56.4         1.35929         0.000029
       698        2.1886        2.9181       30.00             41.83      56.4         1.35232         0.000028
       699        2.1928        2.9237       30.00             41.83      56.4         1.34535         0.000028
       700        2.1970        2.9293       30.00             41.83      56.4         1.33838         0.000028
       701        2.2012        2.9349       30.00             41.83      56.4         1.33140         0.000028
       702        2.2054        2.9404       30.00             41.83      56.4         1.32443         0.000028
       703        2.2095        2.9460       30.00             41.83      56.4         1.31746         0.000028
       704        2.2137        2.9516       30.00             41.83      56.4         1.31049         0.000027
       705        2.2179        2.9572       30.00             41.83      56.4         1.30352         0.000027
       706        2.2221        2.9627       30.00             41.83      56.4         1.29654         0.000027
       707        2.2263        2.9683       30.00             41.83      56.4         1.28957         0.000027
       708        2.2305        2.9739       30.00             41.83      56.4         1.28260         0.000027
       709        2.2346        2.9795       30.00             41.83      56.4         1.27563         0.000027
       710        2.2388        2.9851       30.00             41.83      56.4         1.26866         0.000027
       711        2.2430        2.9906       30.00             41.83      56.4         1.26169         0.000026
       712        2.2472        2.9962       30.00             41.83      56.4         1.25471         0.000026
       713        2.2514        3.0018       30.00             41.83      56.4         1.24774         0.000026
       714        2.2556        3.0074       30.00             41.83      56.4         1.24077         0.000026
       715        2.2597        3.0129       30.00             41.83      56.4         1.23380         0.000026
       716        2.2639        3.0185       30.00             41.83      56.4         1.22683         0.000026
       717        2.2681        3.0241       30.00             41.83      56.4         1.21985         0.000026
       718        2.2723        3.0297       30.00             41.83      56.4         1.21288         0.000025
       719        2.2765        3.0353       30.00             41.83      56.4         1.20591         0.000025
       720        2.2807        3.0408       30.00             41.83      56.4         1.19894         0.000025
       721        2.2838        3.0464       30.00             38.32      51.4         1.19261         0.000822
       722        2.2872        3.0517       30.00             37.87      46.4         1.18631         0.001234
       723        2.2910        3.0567       30.00             37.39      41.5         1.18008         0.001227
       724        2.2947        3.0617       30.00             37.39      41.5         1.17385         0.001221
       725        2.2985        3.0666       30.00             37.39      41.5         1.16762         0.001214
       726        2.3022        3.0716       30.00             37.39      41.5         1.16139         0.001208
       727        2.3059        3.0766       30.00             37.39      41.5         1.15515         0.001201
       728        2.3097        3.0816       30.00             37.39      41.5         1.14892         0.001195
       729        2.3134        3.0866       30.00             37.39      41.5         1.14269         0.001188
       730        2.3172        3.0915       30.00             37.39      41.5         1.13646         0.001182
       731        2.3209        3.0965       30.00             37.39      41.5         1.13023         0.001175
       732        2.3247        3.1015       30.00             37.39      41.5         1.12400         0.001169
       733        2.3284        3.1065       30.00             37.39      41.5         1.11777         0.001162
       734        2.3322        3.1115       30.00             37.39      41.5         1.11154         0.001156
       735        2.3359        3.1164       30.00             37.39      41.5         1.10531         0.001149
       736        2.3396        3.1214       30.00             37.39      41.5         1.09908         0.001143
       737        2.3434        3.1264       30.00             37.39      41.5         1.09284         0.001136
       738        2.3471        3.1314       30.00             37.39      41.5         1.08661         0.001130
       739        2.3509        3.1364       30.00             37.39      41.5         1.08038         0.001123
       740        2.3546        3.1413       30.00             37.39      41.5         1.07415         0.001117
       741        2.3584        3.1463       30.00             37.39      41.5         1.06792         0.001110
       742        2.3621        3.1513       30.00             37.39      41.5         1.06169         0.001104
       743        2.3658        3.1563       30.00             37.39      41.5         1.05546         0.001097
       744        2.3696        3.1613       30.00             37.39      41.5         1.04923         0.001091
       745        2.3733        3.1663       30.00             37.39      41.5         1.04300         0.001085
       746        2.3771        3.1712       30.00             37.39      41.5         1.03677         0.001078
       747        2.3808        3.1762       30.00             37.39      41.5         1.03053         0.001072
       748        2.3846        3.1812       30.00             37.39      41.5         1.02430         0.001065
       749        2.3883        3.1862       30.00             37.39      41.5         1.01807         0.001059
       750        2.3921        3.1912       30.00             37.39      41.5         1.01184         0.001052
       751        2.3958        3.1961       30.00             37.39      41.5         1.00561         0.001046
       752        2.3995        3.2011       30.00             37.39      41.5         0.99938         0.001039
       753        2.4033        3.2061       30.00             37.39      41.5         0.99315         0.001033
       754        2.4070        3.2111       30.00             37.39      41.5         0.98692         0.001026
       755        2.4108        3.2161       30.00             37.39      41.5         0.98069         0.001020
       756        2.4145        3.2210       30.00             37.39      41.5         0.97446         0.001013
       757        2.4183        3.2260       30.00             37.39      41.5         0.96822         0.001007
       758        2.4220        3.2310       30.00             37.39      41.5         0.96199         0.001000
       759        2.4257        3.2360       30.00             37.39      41.5         0.95576         0.000994
       760        2.4295        3.2410       30.00             37.39      41.5         0.94953         0.000987
       761        2.4332        3.2459       30.00             37.39      41.5         0.94330         0.000981
       762        2.4370        3.2509       30.00             37.39      41.5         0.93707         0.000974
       763        2.4407        3.2559       30.00             37.39      41.5         0.93084         0.000968
       764        2.4445        3.2609       30.00             37.39      41.5         0.92461         0.000961
       765        2.4482        3.2659       30.00             37.39      41.5         0.91838         0.000955
       766        2.4520        3.2709       30.00             37.39      41.5         0.91215         0.000948
       767        2.4557        3.2758       30.00             37.39      41.5         0.90591         0.000942
       768        2.4594        3.2808       30.00             37.39      41.5         0.89968         0.000935
       769        2.4632        3.2858       30.00             37.39      41.5         0.89345         0.000929
       770        2.4669        3.2908       30.00             37.39      41.5         0.88722         0.000923
       771        2.4707        3.2958       30.00             37.39      41.5         0.88099         0.000916
       772        2.4744        3.3007       30.00             37.39      41.5         0.87476         0.000910
       773        2.4782        3.3057       30.00             37.39      41.5         0.86853         0.000903
       774        2.4819        3.3107       30.00             37.39      41.5         0.86230         0.000897
